Index,0 [0x0][0x0],1 [0x19][0x30],2 [0x5][0x8],3 [0x3][0x1c],4 [0x5][0xa],5 [0x3][0x1d],6 [0x4][0x1a],7 [0x5][0xc],8 [0x3][0x1e],9 [0x2][0x2c],10 [0x3][0x1f],11 [0x2][0x2d],12 [0x1a][0x30],13 [0x1b][0x30],14 [0x1c][0x30],15 [0x1d][0x30],16 [0x1e][0x30],17 [0x1f][0x30],18 [0x20][0x30],19 [0x19][0x31],20 [0x1a][0x31],21 [0x2][0x2e],22 [0x1b][0x31],23 [0x1c][0x31],24 [0x3][0x20],25 [0x3][0x21],26 [0x3][0x22],27 [0x1d][0x31],28 [0x3][0x23],29 [0x5][0xe],30 [0x3][0x24],31 [0x5][0x10],32 [0x5][0x12],33 [0x1e][0x31],34 [0x5][0x14],35 [0x5][0x16],36 [0x3][0x25],37 [0x2][0x2f],38 [0x3][0x26],39 [0x3][0x27],40 [0x5][0x18],41 [0x7][0x4],42 [0x3][0x28],43 [0x3][0x29],44 [0x1f][0x31],45 [0x20][0x31],46 [0x3][0x2a],47 [0x19][0x32],48 [0x1a][0x32],49 [0x1b][0x32],50 [0x1c][0x32],51 [0x1d][0x32],52 [0x1e][0x32],53 [0x1f][0x32],54 [0x20][0x32],55 [0x19][0x33],56 [0x3][0x2b],57 [0x1a][0x33]
6581,"부조화의 벌",false,405,4,0,0,4917,1875,0,-1,0,100,false,false,false,true,false,false,false,false,false,0,false,false,1,0,0,true,0,0,0,0,0,false,0,0,0,5,7,0,0,0,0,0,false,false,0,false,false,false,true,true,true,false,false,true,0,false
6582,"뜨거운 시선",false,405,4,130,218,4929,4930,0,-1,0,0,true,false,false,false,false,false,false,false,false,0,false,false,2,50,0,true,0,0,0,0,0,false,40,0,0,5,7,0,0,0,0,0,false,false,0,false,false,false,true,true,true,false,false,true,0,false
6583,"케알라",false,405,2,98,87,458,1875,0,-1,0,40,true,true,true,false,true,false,false,false,false,0,false,false,1,0,0,false,0,0,0,0,0,false,20,0,0,5,7,0,0,0,0,0,false,false,0,false,false,false,true,true,true,false,false,true,0,false
6584,"마창 난무",false,405,4,130,109,5007,5008,0,-1,0,0,true,false,false,false,false,false,false,false,false,0,false,false,3,40,0,true,0,0,0,0,0,false,40,0,0,1,7,0,0,0,0,0,false,false,0,false,false,false,true,true,true,false,false,true,0,false
6585,"마창 찌르기",false,405,3,130,109,4931,5006,0,-1,0,0,true,false,false,false,false,false,false,false,false,0,false,false,4,20,4,true,0,0,0,0,0,false,30,0,0,5,7,0,0,0,0,0,false,false,2,false,false,false,true,true,true,false,false,true,0,false
6586,"고통의 소용돌이",false,405,3,130,80,351,1897,0,-1,0,0,true,false,false,false,false,false,false,false,false,0,false,false,2,5,0,true,0,0,0,0,0,false,30,0,0,5,2,0,0,0,0,0,false,false,1,false,false,false,true,true,true,false,false,true,0,false
6587,"앞뒤 견제",false,405,4,130,109,5009,1875,0,-1,0,0,true,false,false,false,false,false,false,false,false,0,true,true,1,0,0,false,0,0,0,0,0,false,20,0,0,0,0,0,0,0,0,0,false,false,0,false,false,false,true,true,true,false,false,true,0,false
6588,"측면 견제",false,405,4,130,109,5010,1875,0,-1,0,0,true,false,false,false,false,false,false,false,false,0,true,true,1,0,0,false,0,0,0,0,0,false,20,0,0,0,0,0,0,0,0,0,false,false,0,false,false,false,true,true,true,false,false,true,0,false
6589,"반의",false,405,4,0,0,4506,4507,0,-1,0,100,false,false,false,true,false,false,false,false,false,0,false,false,1,0,0,true,0,0,0,0,0,false,0,0,0,5,7,0,0,0,0,0,false,false,0,false,false,false,true,true,true,false,false,true,0,false
6590,"흐린 낙원",false,405,4,130,109,3206,3246,0,-1,0,0,true,false,false,false,false,false,false,false,false,0,false,false,5,50,0,true,0,0,0,0,0,false,30,0,0,5,7,0,0,0,0,0,false,false,0,false,false,false,true,true,true,false,false,true,0,false
6591,"빛의 이슬",false,405,4,130,109,3201,3241,0,-1,0,0,true,false,false,false,false,false,false,false,false,0,false,false,4,50,18,true,0,0,0,0,0,false,20,0,0,5,7,0,0,0,0,0,false,false,0,false,false,false,true,true,true,false,false,true,0,false
6592,"빛의 이슬",false,405,4,130,109,3201,3241,0,-1,0,0,true,false,false,false,false,false,false,false,false,0,false,false,4,50,18,true,0,0,0,0,0,false,70,0,0,5,7,0,0,0,0,0,false,false,0,false,false,false,true,true,true,false,false,true,0,false
6593,"돌진",false,405,4,130,109,4573,4597,0,-1,0,0,true,false,false,false,false,false,false,false,false,0,false,false,4,50,16,true,0,0,0,0,0,false,30,0,0,5,3,0,0,0,0,0,false,false,0,false,false,false,true,true,true,false,true,true,0,false
6594,"영적 지혜",false,405,4,132,109,3202,3242,0,-1,0,0,true,false,false,false,false,false,false,false,false,0,false,false,5,50,0,true,0,0,0,0,0,false,30,0,0,3,7,0,0,0,0,0,false,false,0,false,false,false,true,true,true,false,false,true,0,false
6595,"공격",false,405,1,0,0,3203,1875,0,-1,0,60,false,false,false,true,false,false,false,false,false,0,true,true,1,0,0,true,0,0,0,0,0,false,0,0,0,5,5,0,0,0,0,0,false,false,0,false,false,false,true,true,true,false,false,true,0,false
6596,"지혜의 무기",false,405,4,134,0,3205,1875,0,-1,0,100,false,false,false,true,false,false,false,false,false,0,false,true,1,0,0,true,0,0,0,0,0,false,40,0,0,2,7,0,0,0,0,0,false,false,0,false,false,false,true,true,true,false,true,true,0,false
6597,"친타마니",false,405,4,0,0,3204,3244,0,-1,0,0,true,false,false,false,false,false,false,false,false,0,false,false,5,45,0,true,0,0,0,0,0,false,0,0,0,5,5,0,0,0,0,0,false,false,0,false,false,false,true,true,true,false,false,true,0,false
6598,"폭렬 사격",false,405,3,0,0,3201,1875,0,-1,0,100,false,false,false,true,false,false,false,false,false,0,false,false,1,0,0,true,0,0,0,0,0,false,0,0,0,5,3,0,0,0,0,0,false,false,0,false,false,false,true,true,true,false,false,true,0,false
6599,"공기 분출",false,405,3,130,109,3202,3242,0,-1,0,60,true,false,false,false,false,false,false,false,false,0,false,false,4,60,8,true,0,0,0,0,0,false,30,0,0,5,3,0,0,0,0,0,false,false,2,false,false,false,true,true,true,false,false,true,0,false
6600,"바람 사격",false,405,3,130,109,3201,1875,0,-1,0,100,false,false,false,true,false,false,false,false,false,0,false,false,1,0,0,true,0,0,0,0,0,false,30,0,0,5,3,0,0,0,0,0,false,false,0,false,false,false,true,true,true,false,false,true,0,false
6601,"상승",false,405,4,130,109,1222,1875,0,-1,0,0,true,false,false,false,false,false,false,false,false,0,false,false,1,0,0,false,0,0,0,0,0,false,30,0,0,0,0,0,0,0,0,0,false,false,0,false,false,false,true,true,true,false,false,true,0,false
6602,"공습",false,405,3,130,109,3203,3243,0,-1,0,100,false,false,false,false,false,false,true,false,false,0,false,false,2,30,0,true,0,0,0,0,0,false,0,0,0,5,3,0,0,0,0,0,false,false,0,false,false,false,true,true,true,false,false,true,0,false
6603,"폭렬 사격",false,405,3,130,109,3202,1875,0,-1,0,100,false,false,false,true,false,false,false,false,false,0,false,false,1,0,0,true,0,0,0,0,0,false,30,0,0,5,3,0,0,0,0,0,false,false,0,false,false,false,true,true,true,false,false,true,0,false
6604,"폭풍",false,405,3,130,109,4573,4597,0,-1,0,0,true,false,false,false,false,false,false,false,false,0,false,false,5,50,0,true,0,0,0,0,0,false,40,0,0,5,3,0,0,0,0,0,false,false,0,false,false,false,true,true,true,false,false,true,0,false
6605,"공격",false,405,1,0,0,3201,1875,0,-1,0,100,false,false,false,true,false,false,false,false,false,0,false,true,1,0,0,true,0,0,0,0,0,false,0,0,0,5,3,0,0,0,0,0,false,false,0,false,false,false,true,true,true,false,false,true,0,false
6606,"선풍",false,405,3,132,109,3203,3243,0,-1,0,9,true,false,false,false,false,false,false,false,false,0,false,true,3,9,0,true,0,0,0,0,0,false,40,0,0,1,3,0,0,0,0,0,false,false,5,false,false,false,true,true,true,false,false,true,0,false
6607,"대선풍",false,405,3,130,109,3205,3245,0,-1,0,0,true,false,false,false,false,false,false,false,false,0,false,false,5,50,0,true,0,0,0,0,0,false,30,0,0,5,3,0,0,0,0,0,false,false,0,false,false,false,true,true,true,false,false,true,0,false
6608,"흑풍",false,405,3,0,0,3204,3244,0,-1,0,100,false,false,false,true,false,false,false,false,false,0,false,false,2,6,0,true,0,0,0,0,0,false,0,0,0,5,3,0,0,0,0,0,false,false,0,false,false,false,true,true,true,false,false,true,0,false
6609,"깃털 바람",false,405,4,130,109,1203,1875,0,-1,0,0,true,false,false,false,false,false,false,false,false,0,false,false,1,0,0,false,0,0,0,0,0,false,30,0,0,0,0,0,0,0,0,0,false,false,0,false,false,false,true,true,true,false,false,true,0,false
6610,"강풍",false,405,3,0,0,1222,1875,0,-1,0,0,true,false,false,false,false,false,false,false,false,0,false,false,2,6,0,true,0,0,0,0,0,false,0,0,0,5,3,0,0,0,0,0,false,false,0,false,false,false,false,false,true,false,false,true,0,false
6611,"이크살 에어로",false,405,2,0,0,3207,1875,0,-1,0,100,false,false,false,true,false,false,false,false,false,0,false,false,1,0,0,true,0,0,0,0,0,false,0,0,0,5,3,0,0,0,0,0,false,false,0,false,false,false,true,true,true,false,false,true,0,false
6612,"이크살 에어로라",false,405,2,130,109,3208,3248,0,-1,0,40,true,false,false,false,false,false,false,false,false,0,false,false,4,40,6,true,0,0,0,0,0,false,30,0,0,5,3,0,0,0,0,0,false,false,2,false,false,false,true,true,true,false,false,true,0,false
6613,"이크살 에어로가",false,405,2,130,109,3209,3249,0,-1,0,0,true,false,false,false,false,false,false,false,false,0,false,false,5,50,0,true,0,0,0,0,0,false,30,0,0,5,3,0,0,0,0,0,false,false,0,false,false,false,true,true,true,false,false,true,0,false
6614,"매 부르기",false,405,4,132,109,3210,1875,0,-1,0,0,true,false,false,false,false,false,false,false,false,0,false,false,1,0,0,false,0,0,0,0,0,false,50,0,0,0,0,0,0,0,0,0,false,false,0,false,false,false,true,false,true,false,false,true,0,false
6615,"가루다 소환",false,405,4,130,109,3211,1875,0,-1,0,100,false,false,false,false,false,false,true,false,false,0,false,false,1,0,0,false,0,0,0,0,0,false,40,0,0,0,0,0,0,0,0,0,false,false,0,false,false,false,true,false,true,false,false,true,0,false
6616,"먹이 주기",false,405,3,130,109,3201,1875,0,-1,0,100,false,false,false,true,false,false,false,false,false,0,false,false,1,0,0,true,0,0,0,0,0,false,50,0,0,0,0,0,0,0,0,0,false,false,0,false,false,true,false,false,false,false,false,true,0,false
6617,"먹이 주기",false,405,3,0,0,1222,1875,0,-1,0,0,true,false,false,false,false,false,false,false,false,0,false,false,2,5,0,true,0,0,0,0,0,false,0,0,0,5,3,0,0,0,0,0,false,false,0,false,false,false,true,true,true,false,false,true,0,false
6618,"단단한 부리",false,405,3,130,109,3201,3241,0,-1,0,100,false,false,false,true,false,false,false,false,false,0,false,false,2,5,0,true,0,0,0,0,0,false,50,0,0,3,7,0,0,0,0,0,false,false,0,false,false,true,false,true,true,false,false,true,0,false
6619,"태풍의 눈",false,405,3,130,0,2316,2321,0,-1,0,0,true,false,false,false,false,false,false,false,false,0,false,false,2,20,0,true,0,0,0,0,0,false,60,0,0,5,3,0,0,0,0,0,false,false,111,false,false,false,true,true,true,false,false,true,0,false
6620,"삭풍의 노래",false,405,3,130,109,1407,2068,0,-1,0,0,true,false,false,false,false,false,false,false,false,0,false,true,3,30,0,true,0,0,0,0,0,false,50,0,0,5,3,0,0,0,0,0,false,false,5,false,false,false,true,true,true,false,false,true,0,false
6621,"마녀의 수레바퀴",false,405,3,130,109,1405,2066,0,-1,0,0,true,false,false,false,false,false,false,false,false,0,false,false,2,7,0,true,0,0,0,0,0,false,60,0,0,3,7,0,0,0,0,0,false,false,1,false,false,false,true,true,true,false,false,true,0,false
6622,"대기 폭발",false,405,3,134,187,1409,2070,0,-1,0,0,true,false,false,false,false,false,false,false,false,0,false,false,5,50,0,true,0,0,0,0,0,false,40,0,0,5,3,0,0,0,0,0,false,false,0,false,false,false,true,true,true,false,false,true,0,false
6623,"다크",false,405,2,130,109,4925,4926,0,-1,0,25,false,false,false,true,false,false,true,false,false,0,true,true,2,5,0,true,0,0,0,0,0,false,30,150,0,5,7,0,0,0,0,0,true,false,1,false,false,false,true,true,true,false,false,true,0,false
6624,"낙석",false,405,4,130,0,4573,4597,0,-1,0,0,true,false,false,false,false,false,false,false,false,0,false,false,2,4,0,true,2,0,0,0,0,false,50,0,0,3,7,0,0,0,0,0,false,false,1,false,false,false,false,false,true,false,false,true,0,false
6625,"재채기",false,405,3,130,109,3220,3260,0,-1,0,0,true,false,false,false,false,false,false,false,false,0,false,false,3,20,0,true,0,0,0,0,0,false,40,300,0,5,7,0,0,0,0,0,true,false,4,false,false,false,true,true,true,false,false,true,0,false
6626,"딱딱한 부리",false,405,3,0,0,3202,1875,0,-1,0,3,false,false,false,true,false,false,false,false,false,0,false,false,1,0,0,true,0,0,0,0,0,false,0,60,0,2,7,0,0,0,0,0,false,false,0,false,false,false,true,true,true,false,false,true,0,false
6627,"돌풍",false,405,4,130,109,3203,3243,0,-1,0,25,false,false,false,false,false,false,true,false,false,0,false,false,2,5,0,true,0,0,0,0,0,false,30,60,0,5,3,0,0,0,0,0,false,false,1,false,false,false,true,true,true,false,false,true,0,false
6628,"이크살 에어로라",false,405,2,98,81,4921,4922,0,-1,0,0,true,false,false,false,false,false,false,false,false,0,false,false,4,40,8,true,0,0,0,0,0,false,30,60,0,5,3,0,0,0,0,0,false,false,2,false,false,false,true,true,true,false,false,true,0,false
6629,"이크살 에어로가",false,405,2,98,81,4923,4924,0,-1,0,0,true,false,false,false,false,false,false,false,false,0,false,false,5,30,0,true,0,0,0,0,0,false,30,300,0,5,3,0,0,0,0,0,false,false,0,false,false,false,true,true,true,false,false,true,0,false
6630,"빛 기둥",false,405,3,0,0,4463,4464,0,-1,0,100,false,false,false,false,false,false,true,false,false,0,false,false,2,3,0,true,0,0,0,0,0,false,0,0,0,5,7,0,0,0,0,0,false,false,0,false,false,false,false,false,true,false,false,true,0,false
6631,"",false,405,1,0,0,3214,1875,0,-1,0,100,false,false,false,true,false,false,false,false,false,0,false,false,1,0,0,true,0,0,0,0,0,false,0,0,0,2,7,0,0,0,0,0,false,false,0,false,false,false,true,true,true,false,false,true,0,false
6632,"신성한 불꽃",false,405,3,0,0,3201,3241,0,-1,0,0,true,false,false,false,false,false,false,false,false,0,false,false,3,17,0,true,0,0,0,0,0,false,0,0,0,5,7,0,0,0,0,0,false,false,0,false,false,false,true,true,true,false,false,true,0,false
6633,"징벌의 열선",false,405,3,130,109,3202,3242,0,-1,0,100,false,false,false,true,false,false,false,false,false,0,false,false,2,5,0,true,0,0,0,0,0,false,40,0,0,5,7,0,0,0,0,0,false,false,0,false,false,false,true,true,true,false,false,true,0,false
6634,"정화의 열선",false,405,3,130,109,3202,3242,0,-1,0,100,false,false,false,true,false,false,false,false,false,0,false,false,2,5,0,true,0,0,0,0,0,false,50,0,0,5,7,0,0,0,0,0,false,false,0,false,false,false,true,true,true,false,false,true,0,false
6635,"십자 성례",false,405,3,136,109,5067,3243,0,-1,0,0,true,false,false,false,false,false,false,false,false,0,false,false,1,0,0,false,0,0,0,0,0,false,60,0,0,0,0,0,0,0,0,0,false,false,0,false,false,false,true,false,true,false,false,true,0,false
6636,"십자 성례",false,405,3,0,0,1222,1875,0,-1,0,0,true,false,false,false,false,false,false,false,false,0,false,false,4,60,16,true,0,0,0,0,0,false,0,0,0,5,7,0,0,0,0,0,false,false,0,false,false,false,false,false,false,false,false,true,0,false
6637,"원형 성례",false,405,3,130,109,5068,3244,0,-1,0,0,true,false,false,false,false,false,false,false,false,0,false,false,2,60,0,true,0,0,0,0,0,false,60,0,0,5,7,0,0,0,0,0,false,false,0,false,false,false,true,true,true,false,false,true,0,false
6638,"메가 홀리",false,405,3,130,109,3205,3245,0,-1,0,0,true,false,false,false,false,false,false,false,false,0,false,false,5,80,0,true,0,0,0,0,0,false,30,0,0,5,7,0,0,0,0,0,false,false,0,false,false,false,true,true,true,false,false,true,0,false
6639,"백광의 채찍",false,405,3,130,109,3206,1875,0,-1,0,0,true,false,false,false,false,false,false,false,false,0,false,false,1,0,0,false,0,0,0,0,0,false,30,0,0,0,0,0,0,0,0,0,false,false,0,false,false,false,true,false,true,false,false,true,0,false
6640,"백광의 채찍",false,405,3,0,0,5019,5020,0,-1,0,100,false,false,false,true,false,false,false,false,false,0,false,false,2,4,0,true,0,0,0,0,0,false,0,0,0,5,7,0,0,0,0,0,false,false,0,false,false,false,false,false,false,false,false,true,0,false
6641,"중력 이상",false,405,3,132,109,3207,1875,0,-1,0,0,true,false,false,false,false,false,false,false,false,0,false,false,1,0,0,false,0,0,0,0,0,false,30,0,0,0,0,0,0,0,0,0,false,false,0,false,false,false,true,false,true,false,false,true,0,false
6642,"중력 이상",false,405,3,0,0,5023,5024,0,-1,0,100,false,false,false,false,false,false,true,false,false,0,false,false,2,1,0,true,0,0,0,0,0,false,50,0,0,5,7,0,0,0,0,0,false,false,92,false,false,false,false,false,false,false,false,true,0,false
6643,"박살",false,405,3,0,0,3201,1875,0,-1,0,5,false,false,false,true,false,false,false,false,false,0,false,false,1,0,0,true,0,0,0,0,0,false,0,0,0,3,7,0,0,0,0,0,false,false,0,false,false,false,true,true,true,false,false,true,0,false
6644,"신의 의지",false,405,3,0,0,497,1875,0,-1,0,0,true,false,false,false,false,false,false,false,false,0,false,false,1,0,0,false,0,0,0,0,0,false,0,0,0,0,0,0,0,0,0,0,false,false,0,false,false,false,true,true,true,false,false,true,0,false
6645,"프티 그라비데",false,405,3,130,109,5043,1875,0,-1,0,100,false,false,false,true,false,false,false,false,false,0,false,false,1,0,0,true,0,0,0,0,0,false,40,0,0,5,7,0,0,0,0,0,false,false,0,false,false,false,true,true,true,false,false,true,0,false
6646,"신의 의지",false,405,3,0,0,497,1875,0,-1,0,0,true,false,false,false,false,false,false,false,false,0,false,false,1,0,0,false,0,0,0,0,0,false,0,0,0,0,0,0,0,0,0,0,false,false,0,false,false,false,true,true,true,false,false,true,0,false
6647,"프티 홀리",false,405,3,130,109,3202,3242,0,-1,0,0,true,false,false,false,false,false,false,false,false,0,false,false,5,80,0,true,0,0,0,0,0,false,30,0,0,5,7,0,0,0,0,0,false,false,0,false,false,false,true,true,true,false,false,true,0,false
6648,"신의 의지",false,405,3,0,0,497,1875,0,-1,0,0,true,false,false,false,false,false,false,false,false,0,false,false,1,0,0,false,0,0,0,0,0,false,0,0,0,0,0,0,0,0,0,0,false,false,0,false,false,false,true,true,true,false,false,true,0,false
6649,"신성한 심판",false,405,3,0,0,1222,1875,0,-1,0,0,true,false,false,false,false,false,false,false,false,0,false,false,5,80,0,true,0,0,0,0,0,false,0,0,0,5,7,0,0,0,0,0,false,false,0,false,false,false,true,true,true,true,false,true,0,false
6650,"시간의 날개",false,405,3,130,109,3213,1875,0,-1,0,0,true,false,false,false,false,false,false,false,false,0,false,false,1,0,0,false,0,0,0,0,0,false,30,0,0,0,0,0,0,0,0,0,false,false,0,false,false,false,true,true,true,false,false,true,0,false
6651,"시간 정지",false,405,3,134,109,3209,3249,0,-1,0,0,true,false,false,false,false,false,false,false,false,0,false,false,1,0,0,false,0,0,0,0,0,false,100,0,0,0,0,0,0,0,0,0,false,false,0,false,false,false,true,false,true,false,false,true,0,false
6652,"오명의 심판",false,405,3,0,0,5025,5026,0,-1,0,0,true,false,false,false,false,false,false,false,false,0,false,false,2,30,0,true,0,0,0,0,0,false,0,0,0,5,7,0,0,0,0,0,false,false,0,false,false,false,true,true,true,false,false,true,0,false
6653,"중벌의 심판",false,405,3,0,0,5027,5028,0,-1,0,100,false,false,false,true,false,false,false,false,false,0,false,false,1,0,0,false,0,0,0,0,0,false,0,0,0,5,7,0,0,0,0,0,false,false,0,false,false,false,true,true,true,false,false,true,0,false
6654,"연대의 심판",false,405,3,0,0,5029,5030,0,-1,0,100,false,false,false,true,false,false,false,false,false,0,false,false,2,4,0,true,0,0,0,0,0,false,0,0,0,5,7,0,0,0,0,0,false,false,0,false,false,false,true,true,true,false,false,true,0,false
6655,"서약의 심판",false,405,3,0,0,5027,5028,0,-1,0,100,true,false,false,false,false,false,false,false,false,0,false,false,2,80,0,false,0,0,0,0,0,false,0,0,0,5,7,0,0,0,0,0,false,false,0,false,false,false,true,true,true,false,false,true,0,false
6656,"박살",false,405,3,130,109,3201,1875,0,-1,0,100,false,false,false,true,false,false,false,false,false,0,false,false,1,0,0,true,0,0,0,0,0,false,30,0,0,3,7,0,0,0,0,0,false,false,0,false,false,false,true,true,true,false,false,true,0,false
6657,"프티 그라비가",false,405,3,130,109,503,1924,0,-1,0,100,false,false,false,true,false,false,false,false,false,0,false,false,2,6,0,true,0,0,0,0,0,false,50,0,0,5,7,0,0,0,0,0,false,false,0,false,false,false,true,true,true,false,false,true,0,false
6658,"프티 홀리",false,405,3,130,109,3202,3242,0,-1,0,0,true,false,false,false,false,false,false,false,false,0,false,false,5,60,0,true,0,0,0,0,0,false,40,0,0,5,7,0,0,0,0,0,false,false,0,false,false,false,true,true,true,false,false,true,0,false
